scenario,wacc_scenario,lcoe_usd_mwh
ap1000,government,100.90805067733069
candu_ec6,government,98.87284200173647
ap1000,government,94.61826852570933
candu_ec6,government,99.74719546447226
ap1000,government,96.38412475859687
candu_ec6,government,111.61362617256506
ap1000,government,105.81850672796558
candu_ec6,government,98.58636922856323
ap1000,government,100.14415324983135
candu_ec6,government,98.94349332063001
ap1000,government,99.24501500046892
candu_ec6,government,97.23155240683789
ap1000,government,93.73966192605654
candu_ec6,government,104.24326513274478
ap1000,government,94.25976984181119
candu_ec6,government,97.06609369413495
ap1000,government,99.15111532948139
candu_ec6,government,107.22901315868208
ap1000,government,86.10102347801453
candu_ec6,government,99.25959019934379
ap1000,government,92.43311452766908
candu_ec6,government,102.81034816061566
ap1000,government,98.31477852734051
candu_ec6,government,110.91138766908583
ap1000,government,96.9559346053809
candu_ec6,government,102.18040413826171
ap1000,government,102.95752030618439
candu_ec6,government,103.18298659898768
ap1000,government,105.23723566601544
candu_ec6,government,103.20921463281636
ap1000,government,106.94354751564346
candu_ec6,government,94.61345138880013
ap1000,government,103.69005494326989
candu_ec6,government,98.16662275249367
ap1000,government,105.88463552225386
candu_ec6,government,101.83198579319831
ap1000,government,102.38513985817909
candu_ec6,government,100.73027118290995
ap1000,government,99.00560628758751
candu_ec6,government,103.3329964262583
ap1000,government,105.6993459762236
candu_ec6,government,102.13379116940965
ap1000,government,95.3284535640916
candu_ec6,government,97.99010376188794
ap1000,government,106.34208347869495
candu_ec6,government,105.81628848746114
ap1000,government,97.66425845746001
candu_ec6,government,94.50080627510498
ap1000,government,100.15899314007723
candu_ec6,government,104.02210808814638
ap1000,government,86.57125748386038
candu_ec6,government,97.81980644979636
ap1000,government,88.76060377458742
candu_ec6,government,107.3168552867763
ap1000,government,93.21567810736286
candu_ec6,government,111.99218167615152
ap1000,government,87.76748228740166
candu_ec6,government,99.27995888328233
ap1000,government,101.93430707264402
candu_ec6,government,98.27787134303435
ap1000,government,101.3187114404362
candu_ec6,government,103.8813176353069
ap1000,government,85.73439641060018
candu_ec6,government,104.68014099507684
ap1000,government,96.94233749137702
candu_ec6,government,99.11426500454402
ap1000,government,103.00717648603948
candu_ec6,government,96.13580773567553
ap1000,government,93.28264416391029
candu_ec6,government,101.03936897846225
ap1000,government,87.90195282203923
candu_ec6,government,100.00841724591128
ap1000,government,92.5792310020243
candu_ec6,government,112.22085212167192
ap1000,government,102.11616493782859
candu_ec6,government,107.29240245781448
ap1000,government,92.26203837618186
candu_ec6,government,98.02787682236438
ap1000,government,105.62483227231371
candu_ec6,government,102.46056421323168
ap1000,government,91.152375552993
candu_ec6,government,105.08034332661802
ap1000,government,96.64659819436807
candu_ec6,government,93.16022331989285
ap1000,government,103.11177551633493
candu_ec6,government,108.84125815098051
ap1000,government,98.0097768145771
candu_ec6,government,95.98659476788873
ap1000,government,97.4985437579309
candu_ec6,government,101.16259204745977
ap1000,government,102.34381608435494
candu_ec6,government,101.79627148183208
ap1000,government,96.61123779113412
candu_ec6,government,101.62391618984638
ap1000,government,97.19590613683091
candu_ec6,government,99.61942806447654
ap1000,government,92.83994440929027
candu_ec6,government,100.69597459451545
ap1000,government,87.97017423080764
candu_ec6,government,99.54554642586785
ap1000,government,103.46386551815883
candu_ec6,government,99.11742757153563
ap1000,government,96.15842585006195
candu_ec6,government,99.80645847872196
